B000FC0NQ40,B000FC0NQ4,"Anyone who lives in Boston knows that it’s March that’s the cruelest, holding out a few days of false hope and then gleefully hitting you with the shit. Today is one of the untrustworthy ones when it looks as if spring might really be coming, and he’s thinking about taking a walk when the bit of impending nastiness just ahead is over. Of course at this point, Jonesy has no idea how nasty a day can get; no idea that he is going to finish this one in a hospital room, smashed up and fighting for his goddam life.

Same shit, different day, he thinks, but this will be different shit indeed.

That’s when the phone rings, and he grabs it at once, filled with a hopeful premonition: it’ll be the Defuniak kid, calling to cancel his eleven-o’clock. He’s gotten a whiff of what’s in the wind, Jonesy thinks, and that is very possible. Usually it’s the students who make appointments to see the teacher. When a kid gets a message saying that one of his teachers wants to see him . . . well, you don’t have to be a rocket-scientist, as the saying goes.

“ Hello, it’s Jones,” he says."
B000FC0NQ41,B000FC0NQ4,"This is a bona fide case of same shit, different day. Do you know that?

“ What does that mean, Henry? What does that mean to you?

“Everything,” he says, eyes closed, and then adds: “Nothing. ” But that’s a lie. Not the first one that was ever told in here.

He lies on the couch, eyes closed and hands folded on his chest, and after a little while he sleeps.

The next day the four of them drive up to Hole in the Wall, and it is a great eight days. The great hunting trips are coming to an end, only a few left, although they of course do not know this. The real darkness is still a few years away, but it is coming.

The darkness is coming.

2001: Jonesy’s Student-Teacher Conference

We don’t know the days that will change our lives. Probably just as well. On the day that will change his, Jonesy is in his third-floor John Jay College office, looking out at his little slice of Boston and thinking how wrong T. S. Eliot had been to call April the cruelest month just because an itinerant carpenter from Nazareth supposedly got himself crucified then for fomenting rebellion."
B01BSGFICO0,B01BSGFICO,"In the olden days, homesickness wasn’t a problem because the cabins had been rented by families. That was how camp used to work. As soon as the school year ended, the moms and kids would move into the bungalows, and each weekend, the dads would come to join them, taking the train up from the city. That was where the term “bungalow colony” came from. A colony was a group of bungalows set close together. Often, Nana had told her, the same families returned year after year. They became close friends with the other camp families, even though they never got to see each other except in the summer, and they looked forward to camp all year.

Nana had pictures of the olden days, and they looked like happy times, frozen in black-and-white photographs with deckled edges, preserved in the black-paged camp albums that went back to the Beginning of Time. The dads smoked pipes and drank highballs and leaned on their tennis racquets. Nearby were the moms in their kerchiefs and middy blouses, sunning themselves in bent-willow lawn chairs while the kids all played together.

Lolly wished life could really be like that. Nowadays, of course, it couldn’t. Women had careers and a bunch of them didn’t have husbands."
B01BSGFICO1,B01BSGFICO,"Each year, she came to Camp Kioga with ridiculously high expectations. This summer will be different. This summer, I’ll make new friends, learn a sport, live my own life, just for one single season.

But once things got under way, reality set in. Simply leaving the city didn’t mean leaving discontent behind. It came along with her, like a shadow, expanding and contracting with the light.

She and Connor Davis were the last to reach the summit. Everyone else was gathered around the fire pit. There was no fire because it was plenty hot and sunny. The campers sat on huge old logs. Some of the logs had been there so long they had seats worn into them.

The head counselors of Eagle Lodge this year were Rourke McKnight and Gabby Spaulding, who fit the Kioga mold perfectly. They were cute and perky. Each had attended Kioga as a camper. Now in college, they embodied what Nana and Granddad called the Kioga “esprit de corps. ” They knew the camp rules, CPR, several key Algonquin words and the tunes of every campfire song known to man. They understood how to talk a camper out of feeling homesick. Among the Fledglings especially, homesickness was a dreaded epidemic."
B06WPBWQMM0,B06WPBWQMM,"Churning, roiling, and swirling back the way we’d come. Toward the Enyi Zinariya village. Away from my dying, maybe even dead, family.

I weakly raised my hands and moved them slowly, typing in the air. The various names of my father. Moaoogo Dambu Kaipka Okechukwu. I tried to send it. But they wouldn’t go. I rolled my head to the side in the sand, feeling the grains ground into my otjize-rolled okuoko, blue tentacles layered with sweet-smelling red clay and now sand. I tried to call Okwu. I tried to reach it. To touch it with my mind as I had days ago, now. Again, nothing.

Then I started weeping, as the world around me began to do that expanding thing that it had been doing since we’d left the Ariya’s cavern over a day ago. As if everything were growing bigger and bigger and bigger, though it was still the same. Mwinyi said it was just my body settling with the zinariya technology that Ariya had unlocked within me, but what did that matter? It didn’t make it any better. The sensation was so jarring that I constantly felt the Earth would decide to fling me into space at any moment."
B06WPBWQMM1,B06WPBWQMM,"The dogs were running all around us, at least as far as I could see, which was only a few feet. Our camel Rakumi was roaring with distress. I was seeing words now as Mwinyi desperately tried to reach me using the zinariya.

The floating green words said, “Sandstorm. Dog pack. Relax. Grab Rakumi’s saddle, Binti. ”

I am not a follower, but there are times when all you can do is follow. And so yet again, I submitted. This time it was to Mwinyi, a boy I had only known for a few days, of a people I’d viewed as barbarians all my life and now knew were not, my father’s people, my people.

I was breaking and breaking and into that moment I followed Mwinyi. He led us out of that sandstorm.

* * *

The sun broke through.

The air cleared of dust.

The storm was behind us.

I sighed, relieved. Then the weight of the sudden quiet made my legs buckle and I sank to the ground at the hooves of our camel Rakumi. I pressed my cheek to the sand and was surprised by its warmth. There I lay, staring at the retreating sandstorm. It looked like a large brown beast who’d decided to leave, when really it just happened to travel the other way."
B00C0ALY9O0,B00C0ALY9O,"THE APARTMENT ON Rue de Naples was in Montmartre, the highest point in the city. Fanny was pleased to get a whole floor for fifteen dollars a month, plus two dollars for the concierge. It had a formal dining room with tall mirrors, and a kitchen with a porcelain stove and a hydrant that brought artesian water up to the apartment at no extra charge. Her building was full of artists and poets who had formed a tight little community.

Once Hervey’s health was improving, Fanny went out with the surgeon she’d met on the ship from New York. He would show up with a liveried attendant whose sole purpose was to remove the surgeon’s elegant cape when he arrived and put it back on him when it was time to leave. Fanny didn’t doubt Hendricks’s interest and delight in her, but she suspected he was only pretending to be a serious suitor, and that his annual trips were personal dramas in which he acted the dashing American abroad. He needed a ladylove on his arm, and she found it amusing to play the part as he gadded about Paris looking romantic, with his shirt collar turned up and his cravat tied in a bow à la Byron."
B00C0ALY9O1,B00C0ALY9O,"More than once, Monsieur Julian had put up her drawing as the best of the day. If only she opened her eyes to it, Belle could experience a finer kind of beauty in Paris than Fanny had encountered in Indianapolis or San Francisco. With enough study, she could actually be a professional artist—a portraitist rather than a painter of pottery. That was what many of these women would do: return home and make a reputation by doing portraiture or pursuing teaching.

Fanny glanced at the clock and saw their time was nearly up. She worked faster, adding shadow to her study. But the model was breaking her pose. The woman stepped off the platform and slipped a camisole over her head. The sight of her red pubic hair caused Fanny to feel awkward. An underskirt came next, then a dress. This is no place for modesty, she reasoned. And yet it seemed somehow unprofessional for the model to be so abrupt as she slipped out of her classic pose and climbed into her clothes right there in front of all the students. The models should go behind a screen to avoid creating the reaction Fanny was feeling now—as if a lovely dream had been interrupted."
B0027MJU500,B0027MJU50,"Sara brought a beautifully wrapped, lacquered picture frame with a photo of the four of them standing out in front of their college apartment. Mel brought a bottle of Dos Amigos tequila.

Stewart closed the back door. “ Are we ready, ladies? ”

“I’ll ride up front with Stewart,” Mel said, quickly climbing into the front seat.

It was a forty-minute drive from the airport to the Whale Head Island Ferry, long enough for Sara and Mel to sober up. They drove down narrow asphalt roads surrounded on both sides by wide flat fields of marsh grass. Late-afternoon sun shimmered across the landscape, and high overhead a hawk soared, circling above the distant tree line. Sara’s cell phone rang once but she didn’t answer it. It was Tom, calling to see if she’d arrived. She couldn’t talk to him here, in front of everyone. A faint feeling of homesickness stirred her bowels. They’d been married for seventeen years, and in all that time had never been apart for more than two nights. She thought of her husband’s smile, of her children’s sweet faces, and the homesickness swelled to a thick lump in her throat. Away from them she felt only half herself.

Annie, as if reading her mind, asked, “How’re Tom and the kids? ”"
B0027MJU501,B0027MJU50,"“Crack it yourself,” Annie said. “I’m on vacation. ”

The car sent to take them to the ferry was a long white Escalade with twelve-spoke wheels. “ That car has Briggs written all over it,” Mel said as it pulled up in front of the airport. A young man wearing a blue polo shirt and khaki pants opened the driver’s door and jumped out. “ You must be Mrs. Furman’s friends,” he said, coming around to take their bags. “ I’m Stewart. I’ll be your driver today. ” He grinned and Mel grinned back.

“ Where’s Mrs. Furman? ”

“ Oh, she’s back at the boat with Captain Mike. They’re waiting for you at the ferry landing. ”

Mel looked at Sara and mouthed Captain Mike. Sara shrugged and helped Stewart load her bags into the back of the Escalade.

“ Careful with that cooler,” Annie said. “It’s got deviled eggs in there. ”

“ You brought deviled eggs to the beach? ”

“ Well, I couldn’t just come empty-handed, could I? ”

No, of course she couldn’t. They were all Southern girls and had been raised to come bearing gifts. What each woman brought said a lot about her personality."
