B079KSSGBJ0,B079KSSGBJ,"He takes the hint and stops trying to engage me in bullshit, pointless small talk. Both of us remain silent the rest of the drive until we pull into the parking lot behind the bar. We get out and walk inside. I’m impressed to see that not much has changed, and it’s still the quiet little place that I remember. It’s located on the far side of town, so not many people know about it. Especially since there’s been a big influx of trendy bars closer to the city. Little places like this had been overlooked, and although it sucked for them from a business sense, it suited me down to the ground. I hate crowds almost as much as I hate socializing.

We find ourselves a table. I order a scotch while Josh orders a beer. Catch-ups like this used to be a regular thing and something that I looked forward to, but they haven’t happened in a long time. We used to hit this very place nearly every weekend, but that was before life and work became more important than family. Before everything went to shit with Casey.

A break-up is messy enough, but when your brother falls in love with your wife, it jumps to a whole new level of complicated."
B079KSSGBJ1,B079KSSGBJ,"Hearing her say those things about me in her office, listening to her talk about my cock like that, made me hard as fuck. I’d gotten nothing done all day because all I could think about was her. And just now, the way she stood up to me? Major turn-on.

I am so sick of women telling me what they think I want to hear and then just falling to their knees, ready to do whatever I ask of them. That had been Jade in a nutshell. Her second day here, her mouth was on the end of my cock, whether I wanted it or not. It was fine for a while, but I got bored like I always do. I needed a challenge. Something to distract me, someone, where there’s no risk of feelings developing, because inevitably, that’s what always ruins things for me. My requirements definitely were not something that any woman I associated with could satisfy. Hell, I wasn’t even sure Alana was up to the challenge, but at least she showed potential.

I block all thoughts of everything except Alana out of my head as my orgasm builds. I groan, stroking my cock, while my other hand wraps around the edge of the desk. I lever myself forward, my throat constricting as I come."
B0180T0IUY0,B0180T0IUY,"It will be good to be home again. I’m thinking of starting up the gas logs. We’ve never had a fire before Halloween, but tonight is so unseasonably cold that after walking a mile in this wind, all I want is to sit by the hearth with Daniela and Charlie and a glass of wine.

The street undercuts the El.

I pass beneath the rusting ironwork of the railway.

For me, even more than the skyline, the El personifies the city.

This is my favorite section of the walk home, because it’s the darkest and quietest.

At the moment…

No trains inbound.

No headlights in either direction.

No audible pub noise.

Nothing but the distant roar of a jet overhead, on final approach into O’Hare.

Wait…

There’s something coming—footfalls on the sidewalk.

I glance back.

A shadow rushes toward me, the distance between us closing faster than I can process what’s happening.

The first thing I see is a face.

Ghost white.

High, arching eyebrows that look drawn.

Red, pursed lips—too thin, too perfect.

And horrifying eyes—big and pitch-black, without pupils or irises.

The second thing I see is the barrel of a gun, four inches from the end of my nose."
B0180T0IUY1,B0180T0IUY,"I pass a construction site, abandoned for the night, and a few blocks later, the playground of the elementary school my son attended, the metal sliding board gleaming under a streetlamp and the swings stirring in the breeze.

There’s an energy to these autumn nights that touches something primal inside of me. Something from long ago. From my childhood in western Iowa. I think of high school football games and the stadium lights blazing down on the players. I smell ripening apples, and the sour reek of beer from keg parties in the cornfields. I feel the wind in my face as I ride in the bed of an old pickup truck down a country road at night, dust swirling red in the taillights and the entire span of my life yawning out ahead of me.

It’s the beautiful thing about youth.

There’s a weightlessness that permeates everything because no damning choices have been made, no paths committed to, and the road forking out ahead is pure, unlimited potential.

I love my life, but I haven’t felt that lightness of being in ages. Autumn nights like this are as close as I get.

The cold is beginning to clear my head."
B01M7XPCYE0,B01M7XPCYE,"For learning once more what you’d already learned, sitting all afternoon and into the night alone on the curb, waiting for your father’s headlights that never came, or believing your mom would stick to her promise and stay sober through your high school awards dinner. The truth was that there was no end to the people you could not count on. Safer, then, to trust no one.

But the kid’s curls were tumbling over big, innocent eyes. And he’d have to leave soon for his bus.

Slowly, watching his face for signs of boredom —people could lose interest in you any moment — Kate plucked out two old Polaroids from her back jeans pocket. One of these was the photo that had started her down this road—quite literally—to ending up here in Charleston today, the photo that she’d adapted for her presentation, then let herself be overwhelmed by midlecture.

The boy peered over her arm. The first photo showed her mother in the long, flowing satin beside the live oaks. More than anything, those ropes of dangling moss gave the scene an otherworldly quality, as if the young woman with the distant expression had only floated there for an instant—had no real tie to that moment or to the man holding the camera. In the second photo, Sarah Grace, this time in cutoff jean shorts, sat on top of a massive white pediment, like some historic site, high above the ground."
B01M7XPCYE1,B01M7XPCYE,"Kate could see her mother beside her, the two of them kneeling in the surf as it dropped away from high tide, Kate’s short, chubby legs covered in sand. And there, Sarah Grace was saying, is one worth adding to our collection: a knobbed whelk. How clever of you to find it. And here, this stripy one is a lightning whelk. See the difference?

That must have been on the Isle of Palms, just off the coast here, where they’d sometimes walked as a young family. And later, after she and her mother had fled whatever it was they had fled, Kate had sat on the cold linoleum floor of their duplex with the starfish and sand dollars and scallops and oyster shells all mounded around her, clutching a conch to her chest and sobbing, I want to go home! Why can’t we go home?

And then the seashell collection had disappeared entirely. Like everything else—without explanations that made any sense.

Because it makes you cry, Katie, her mother had said. My poor, sweet little Kate. It makes us want to go back.

She’d hugged Kate so tightly then that her chest hurt. I’m so sorry, my Katie. So sorry, she’d cried. But, please. No questions. For your momma’s sake."
B07576D9M80,B07576D9M8,"One of my ancestors had given it to me for my birthday, in case I one day chose to take up the mantle of Horseman of the Apocalypse. The Fifth Horseman.

I had chosen to actually wear it only one time. And no one who had been there wanted to talk about it. My friends had tried to get me to show them, but I had stubbornly refused. After seeing the horrified reactions of those who had seen it on me, I had decided I wouldn’t be able to handle my friends looking at me with that same level of fear.

I hadn’t asked for the Mask, or the offer to join the A-Team, because I was generally opposed to anything Apocalyptic-y …

But the Four Horsemen – Death, War, Pestilence, and Famine, as they were most notably known – seemed eager for me to mount up beside them. They also told me that I might be able to use the Mask a handful of times – they weren’t sure exactly how many times – before I would be forced to make a choice: to remain as I was, or to ride at their side in the End Days.

As the Horseman of Hope.

I shivered."
B07576D9M81,B07576D9M8,"Hugin and Munin flew up into the air, since the space was easily fifty feet high, and settled on one of the bannisters on the third of the five balconied tiers that contained row upon row of books and other bric-a-brac that made up my Sanctorum – a centuries-old depository of knowledge built by an unknown ancestor of mine. The ravens stared down at us as if watching a science experiment, or maybe recording details for Odin. I shivered at that, and then let my eyes drift past a noticeable open space near a large waterfall to my left. A magical round table rose up from the floor if I walked too close, and I had obvious questions about its origins. Fanboy questions. The space smelled of fresh mist and old books, and power hummed in the air.

Pan and Gunnar finally noticed me, and then shared a significant look. Gunnar jogged my way, dropping the ball as he approached. He stopped before me, leveling me with a glare, and then pulled out his phone to shove it in my face. It was his social media newsfeed, and it showed a picture of my selfie with Hercules.

I grinned, nodding. Gunnar’s one-eyed glare – because he had misplaced the other eye in a fight against the Brothers Grimm – tightened. Then he pointed at the number of likes. I squinted down, and blinked."
B071HY4RMC0,B071HY4RMC,"Jan’s father was at work and he could see the bent form of his mother, pulling vegetables from the garden, her back turned away. He mouthed to the others to be quiet as he and Nico slid in through the side door. Lex was told to tuck himself under the front window and keep watch.

Jan needn’t have worried about Oscar. He wasn’t in, though he might have turned up any minute. Jan whispered to Nico to keep an eye on his mother through the kitchen window, while he rummaged in the pantry for food. There was a newly baked loaf of bread and a potato pie, ready for supper, but it would be too obvious if he took either of those. He carved a slice of ham from yesterday’s joint and wrapped it in a scrap of greaseproof paper, then took two apples from the top crate and a few biscuits from the tin on the sideboard. Nigel would probably be thirsty but Jan didn’t know how to make coffee and anyway it would make a smell that would arouse suspicion. In the back of the cupboard where his mother kept the crockery he found a glass bottle and filled it with water from the tap. He was packing it all into a cloth bag when Nico suddenly dived onto the floor."
B071HY4RMC1,B071HY4RMC,"Jan whistled to himself as he skipped along the path framed by enormous beech trees, just coming into leaf in the warm sunshine. He knew the path well, the patch of bilberries the three of them would raid later that summer as soon as the tiny green berries turned purple and sweet and the big rock covered in moss where they took a sharp right. There was no path here but the boys used the rock as a marker, before plunging into the leafy undergrowth till they were hidden from the path. After a few yards, Jan came to the gnarled oak tree and resisted the temptation to climb to the upper branches. It was more fun doing that when the others were there.

Where were they, he thought impatiently, and began scuffing his feet through the dead leaves that always covered the woodland floor. Straight ahead, the trees thinned to reveal a clearing surrounded by some straggly bushes. Jan dropped to his knees and began crawling through, knowing he was completely hidden should anyone come up behind him. He’d sometimes bring his father’s garden scissors when the branches and twigs became so entangled that they scratched their arms and legs. They definitely needed a trim now, he thought, stopping to suck his stinging hand."
